ID,kind,mean_hue,mean_sat
che0050,che,14.227385986497245,136.32154340836013
che0051,che,14.15915332943603,138.3360982120206
che0052,che,13.778903015966884,139.69767466418855
che0053,che,13.732079798676788,137.2557332467427
che0054,che,13.844502903339643,139.80295787751436
che0055,che,13.997468773264952,136.86586152700804
che0056,che,16.50925997901201,136.78426095067823
che0057,che,14.880259603142564,138.64866627332856
che0058,che,16.43266292786695,137.94941017211372
che0059,che,15.760403322852374,137.96809130080354
che0060,che,17.677867109573913,133.5968570620283
che0061,che,14.153939919838024,135.1637225734474
che0062,che,15.015711373142484,134.39998318515248
che0063,che,14.133192124291782,136.81344755266645
che0064,che,14.50990105803406,137.36177628960766
che0065,che,13.830350145099452,136.97698532059565
che0066,che,14.279264496921307,140.43514446173626
che0067,che,13.725675371815877,135.31987408049855
che0068,che,14.602859630084549,133.13233242305353
che0069,che,15.224470510297529,132.082487383824
che0070,che,13.820421379161996,134.60454663813695
che0071,che,14.53349119714571,133.98670546010575
che0072,che,14.318331752772853,133.38185997608542
che0073,che,14.744638245820688,130.18240384179768
che0074,che,14.650399124950546,130.69857339011847
che0075,che,16.427254588986433,128.68243216280925
che0076,che,14.931644281864523,127.59489821318412
che0077,che,14.505588418182688,141.79004767295396
che0078,che,15.20646874815558,126.34414212359086
che0079,che,14.717247115758544,131.43585533422632
che0080,che,14.965311458395703,131.11458395704847
che0081,che,14.303505552507614,131.49213000624303
che0082,che,14.993006918460242,131.88291918513545
che0083,che,14.68624852071006,134.7124852071006
che0084,che,14.572651947048024,130.84249685959995
che0085,che,13.57848991899722,133.63302390665956
che0086,che,13.30808670490888,136.47994314432205
che0087,che,14.411067644830911,137.10577870936277
che0088,che,14.781122541653597,140.24899684605097
che0089,che,13.628122932057584,140.2105314544212
che0090,che,14.178488718321974,138.7627318643993
che0091,che,13.199847722457626,140.22541490112994
che0092,che,13.778508454979043,141.50700968348028
che0093,che,14.306698267592122,139.9338637774392
che0094,che,13.949836721010218,143.7060729850876
che0095,che,13.545681885708628,141.8082970189165
che0096,che,14.191968644516974,144.0037939018607
che0097,che,14.119494451992754,145.1018314085145
che0098,che,13.815328832208053,142.8617293212192
che0099,che,14.294374990020916,140.1593300442273
che0100,che,14.421694605700868,145.4688865696954
che0101,che,13.773536773967251,147.08623905868848
che0102,che,14.036451070828416,146.55398834423826
che0103,che,14.542964725276784,140.60928045559282
che0104,che,14.314947737496691,141.96222545646995
che0105,che,14.69832714496746,140.98977921507566
che0106,che,15.034935417939696,142.69078573084136
che0107,che,14.749134092033646,143.01459673428997
che0108,che,14.441000997739811,143.30966585897252
che0109,che,13.957541939406946,145.65609686303966
che0110,che,14.34682790332346,141.19030943692624
che0111,che,14.713687659264652,149.04431096549771
che0112,che,14.481242789513466,149.34381588892867
che0113,che,14.903126139438484,148.65908000537334
che0114,che,14.908694531977725,149.86114909725111
che0115,che,15.116595165415395,143.89722382641696
che0116,che,14.897649429147078,143.21226774121334
che0117,che,14.72491147593755,148.97736600676
che0118,che,13.883763130834526,144.0095973546787
che0119,che,14.83520354152632,145.16525839668944
che0120,che,14.812143144350625,146.59989947728187
che0121,che,14.76055473964046,142.5760257292112
che0122,che,14.875275407603253,142.29131114048792
che0123,che,14.42911664148843,147.40017492247753
che0124,che,14.477660748319792,141.6387802186779
che0125,che,14.202934378454426,142.21431011958597
che0126,che,14.489420441721748,143.84007738191198
che0127,che,13.9857964463554,144.41182955735627
che0128,che,13.979982292027564,143.93147784578665
che0129,che,14.11305219721949,143.48959719249532
che0130,che,13.976893722572028,143.0917763785537
che0131,che,14.674250912639607,144.09916145588608
che0132,che,14.514493157298572,140.363712328004
che0133,che,14.628495267109129,138.53637616508902
che0134,che,14.159742671193053,134.45527692855939
che0135,che,14.111892616514911,134.37587701735754
che0136,che,14.23987452557148,138.99336233340844
che0137,che,14.062617834650409,140.67734365598298
che0138,che,14.397022226036214,142.7970050630739
che0139,che,13.976496741054085,143.2073207579747
che0140,che,14.195566790623824,141.70388166966114
che0141,che,13.78535124166586,142.59190259928496
che0142,che,13.43347869329049,141.77956927549536
che0143,che,13.754552502694628,144.79558648336894
che0144,che,14.000601078405374,132.81934058163176
che0145,che,14.072266473569876,140.49853367125272
che0146,che,14.02637337325809,143.4106491611962
che0147,che,13.395087684985985,132.42874372514507
che0148,che,14.24890277173698,142.09817721719187
che0149,che,13.60946835635727,141.52439395669217
che0150,che,13.427980832472048,132.79537411130946
che0151,che,13.945369534902795,133.17583463210565
che0152,che,14.622046373515287,139.28684925448573
che0153,che,14.2135862113991,143.5483776196383
che0154,che,14.07042830672748,145.48931014823262
che0155,che,14.788115331633865,137.53058251658564
che0156,che,15.391078854091544,132.61915575946355
che0157,che,14.888820638820638,136.25248625248625
che0158,che,15.129920335777106,131.40652224937526
che0159,che,14.060885750962774,141.1884724005135
che0160,che,14.57217123100266,135.72911225530433
che0161,che,13.821839972306114,141.98024423143494
che0162,che,13.785735247364943,140.62516201609156
che0163,che,13.772808884555475,142.68485511468353
che0164,che,15.569887635517713,139.9502918842997
che0165,che,13.943181424363194,145.36045745971236
che0166,che,15.566157029543623,143.2932980802391
che0167,che,20.46525956696294,134.83664802394932
che0168,che,21.313524107353224,133.6363441643284
che0169,che,13.781506624947758,142.50420766076653
che0170,che,14.028179343610285,138.7541570878524
che0171,che,13.427931881047334,140.27776358324354
che0172,che,13.994763241045584,139.27730516826125
che0173,che,14.624792013311149,135.076268718802
che0174,che,13.682842696147748,136.7113596434846
che0175,che,13.634975553866571,137.1810375143217
che0176,che,14.002278815016192,145.35009794906648
che0177,che,14.514063922564567,133.29479131726484
che0178,che,13.69178304644365,135.80713260484657
che0179,che,13.731039171820854,137.44753695661709
che0180,che,13.74632148960252,136.32409729465812
che0181,che,13.46347709161377,136.11772557394553
che0182,che,14.743508299110198,132.4615096680356
che0183,che,14.214639725505148,132.83772917894154
che0184,che,14.082512963102127,132.70558102251948
che0185,che,13.988742328593482,132.3549366834423
che0186,che,14.028598060141032,133.7394428984411
che0187,che,14.140746989249244,145.17292747276414
che0188,che,13.222320063596891,136.5743533296643
che0189,che,12.697425039273272,135.6731780616078
che0190,che,13.146986597236603,134.55704803889662
che0191,che,13.293824559093052,136.78070435364742
che0192,che,13.228981351639842,137.98742125201449
che0193,che,13.140732412463862,139.73905129028805
che0194,che,13.319060098609691,140.90144583129748
che0195,che,14.638716788931545,139.36035830577623
che0196,che,13.26625219156593,140.0600950447541
che0197,che,13.494996352694448,139.00312300537976
che0198,che,14.38492296097806,144.86390470607938
che0199,che,14.314210101882034,135.6200947264405
che0200,che,14.18165989553105,134.89765122531892
che0201,che,14.865109288897091,135.18448598623672
che0202,che,15.737854573332546,131.4437577401663
che0203,che,13.931837198556318,134.87089281031058
che0204,che,15.373910486070264,136.6435351050746
che0205,che,14.240533973956484,137.62066282656767
che0206,che,15.03528823382316,138.08708059367783
che0207,che,13.976601091949044,141.74083542768005
che0208,che,14.38186557166987,137.6326373114334
che0209,che,14.645267805020431,140.25496205487448
che0210,che,14.949041471048512,137.19694835680752
che0211,che,14.68421052631579,134.88595384359954
che0212,che,15.74923136728275,134.7032901014242
che0213,che,15.01275893372947,137.07001733102254
che0214,che,13.762974852862492,144.67088217650016
che0215,che,14.937847344354555,143.1520225114316
che0216,che,15.246469107904062,143.08932943009262
che0217,che,14.246092548150884,143.1309919389576
che0218,che,13.588794614465868,146.08532783198126
che0219,che,13.683823302111348,145.58666419363814
che0220,che,14.520798569725864,142.10441001191896
che0221,che,14.460924454557132,137.62930069545112
che0222,che,14.55102561485866,135.91056910569105
che0223,che,15.058649266884164,138.83725203434958
che0224,che,14.975337357271924,140.15777940102265
che0225,che,14.742953796536494,137.41321951903527
che0226,che,13.954029184868482,140.31759457198623
che0227,che,14.989384175675916,140.27728959187658
che0228,che,14.083130010456603,143.4976821192053
che0229,che,14.476637917391992,150.18205016616554
che0230,che,13.635514556403669,141.30378581565725
che0231,che,15.047792562709438,141.68264632202232
che0232,che,14.332628477337725,145.58660195857527
che0233,che,14.06154388083736,142.22554347826087
che0234,che,15.350772718564404,141.87254933265214
che0235,che,13.983781044095286,144.65398504815002
che0236,che,15.777752609012216,141.80399644041745
che0237,che,15.277160297801773,141.31627324371053
che0238,che,14.626657761663964,145.0876188658843
che0239,che,15.420854557230127,143.05107738626617
che0240,che,13.82616845788553,143.29364533866533
che0241,che,14.44951840540687,141.41928546903517
che0242,che,14.234068512435476,144.28133896449242
che0243,che,14.223569466013618,142.25425576394696
che0244,che,14.071566190637272,142.40512993984674
che0245,che,13.395061728395062,138.70424637091304
che0246,che,14.861836190041243,141.07491187258273
che0247,che,15.030198270090048,138.67977535766502
che0248,che,14.21423862035086,138.63854019882874
che0249,che,14.390225467589032,140.6598001537279
che0250,che,13.387168839000587,143.24665926565518
che0251,che,13.652896926788186,141.51054141627532
che0252,che,14.192296218303062,148.2255505834869
che0253,che,14.18482396837711,139.24827908924107
che0254,che,13.528162303139734,141.56339652924063
che0255,che,14.168291090109294,138.82236898850377
che0256,che,13.748395920141109,142.84961272016156
che0257,che,13.91883200887082,139.57957247582087
che0258,che,14.009830835435524,138.76046149280307
che0259,che,13.431300733813885,143.97651795571142
che0260,che,13.045342558433434,143.95551272068116
che0261,che,13.325133732641437,145.25317823459574
che0262,che,12.823766377512936,141.90983036886405
che0263,che,15.36056256622676,145.46267218957712
che0264,che,13.159529863665874,144.74945899156026
che0265,che,13.281292721605512,145.12440531525127
che0266,che,13.443289367355604,145.0530194080344
che0267,che,14.555407209612817,142.13365646949555
che0268,che,15.03881928347173,141.8866817288225
che0269,che,13.73213259513631,147.0003223771813
che0270,che,14.23712043671102,139.4875794056961
che0271,che,13.824201920581364,140.47032182714767
che0272,che,13.721217376940864,142.94718368021142
che0273,che,13.997866555113992,144.41144809314648
che0274,che,15.091040260646963,147.74200605073307
che0275,che,13.500104144969798,147.12064450858452
che0276,che,13.87614789559176,149.1975264960839
che0277,che,13.706855982465187,148.75136990716865
che0278,che,13.473175006873795,151.0400226835304
che0279,che,14.776558826821896,145.18728310757865
che0280,che,14.29078560676654,149.82931331087377
che0281,che,14.48623980910718,148.64382581030026
che0282,che,15.77354095673554,143.74183669067853
che0283,che,15.839622109948726,137.5139079315591
che0284,che,15.094027559131634,142.19530445260725
che0285,che,14.337574396806728,152.84833743184006
che0286,che,15.113735512016314,142.93843413614186
che0287,che,14.954097598105548,144.9270339986468
che0288,che,15.435268962412785,146.21534998874634
che0289,che,16.28689628631903,147.86868797932874
che0290,che,16.26841766303587,146.9462100635623
che0291,che,14.403577023498697,151.15548302872062
che0292,che,14.863833346004714,147.65731518791657
che0293,che,15.27510992115153,145.1759720959937
che0294,che,16.400474968608396,141.97808047169298
che0295,che,15.601127745493942,143.2421451787649
che0296,che,17.6526248164464,178.2824706314244
che0297,che,16.590037152172265,161.16512245052695
che0298,che,14.782770761851726,145.85564158298453
che0299,che,14.908653804200808,144.82399190205678
che0300,che,14.94010477958803,145.0025192430067
che0301,che,15.376976865139753,149.74075857684974
che0302,che,15.015524208497071,148.55167012678876
che0303,che,14.661667660602031,149.83371298405467
che0304,che,15.155807422066305,151.12058608937264
che0305,che,15.12007443765846,149.70394794359723
che0306,che,14.684345538259151,155.43852225389168
che0307,che,14.669297814738236,156.18441644486583
che0308,che,15.082913094637757,157.51005771278085
che0309,che,14.64703109189587,156.06850795694967
che0310,che,14.96091940645912,155.81303462321793
che0311,che,14.724653186834322,155.89424903228908
che0312,che,15.158999607742354,150.9117285036047
che0313,che,15.07520550416162,154.971422681475
che0314,che,14.812595286971344,156.45922617975774
che0315,che,15.032621885018711,159.4299217023668
che0316,che,15.44646492061338,153.9630716515131
che0317,che,15.234444862627022,150.51181031238238
che0318,che,15.4552539290817,153.5833225094168
che0319,che,15.486794759582656,154.12285527723364
che0320,che,15.602511568266712,158.76973574176284
che0321,che,14.914387756607978,154.92927876739623
che0322,che,15.232181443860275,152.12978748745172
che0323,che,14.767344300176056,154.28734319982394
che0324,che,15.42250574335412,156.9499917952084
che0325,che,15.194287699791522,156.72872828353022
che0326,che,15.318896754973252,151.83052503443636
che0327,che,15.13181881533101,157.01155400696865
che0328,che,15.122023722360522,154.40316298140283
che0329,che,15.798308890268954,156.25694676666825
che0330,che,15.872904330937,148.8463872890843
che0331,che,15.537698870186764,158.42748443624626
che0332,che,14.848370768298013,152.74129689945434
che0333,che,15.011792005370616,154.1027422250113
che0334,che,14.62337357182718,152.8977149234881
che0335,che,14.92077081361991,153.93981585785306
che0336,che,15.633816263294532,157.3582112050917
che0337,che,18.445736246346623,157.00536097789404
che0338,che,16.337803332639822,158.94868642545063
che0339,che,16.32387904066736,160.44243056213858
che0340,che,18.252831045783445,162.1789318277686
che0341,che,14.866846951258772,154.59625265597836
che0342,che,19.21774492277464,162.83487139843135
che0343,che,17.54637047557755,161.61168194225604
che0344,che,20.028428093645484,158.8595730624716
che0345,che,21.58096526838069,156.89686339821657
che0346,che,20.409994658436705,157.89063643737512
che0347,che,21.832479808918485,158.2450053640467
che0348,che,21.961146889413165,158.161703755659
che0349,che,22.42598098051888,153.52323885144492
che0350,che,20.543746576593023,155.5765017345262
che0351,che,22.382028042451005,152.6111085289333
che0352,che,15.314502788716313,154.15779303479673
che0353,che,22.576798277535172,153.2190229257642
che0354,che,21.85557552417629,153.38741976893454
che0355,che,21.041426308830157,152.09052469449733
che0356,che,21.56213728507032,151.66066078224958
che0357,che,21.422691055404083,151.57635598379966
che0358,che,20.939887246133992,152.15014603663369
che0359,che,21.746757635925817,150.77516792699927
che0360,che,21.21164479460832,153.85629701701512
che0361,che,20.2117531261884,155.92501621815092
che0362,che,19.42777738854247,153.199222307854
che0363,che,15.364868364264137,155.63582218385844
che0364,che,19.30715287517532,157.95505497682086
che0365,che,20.526022526477824,157.07729248647652
che0366,che,19.610296031737768,160.08724762331184
che0367,che,18.7845048422368,160.38553577007184
che0368,che,17.98088601775907,161.66839660303404
che0369,che,17.517510105092967,164.46624629479925
che0370,che,17.243789882752985,164.30122104705336
che0371,che,17.377009563045906,163.2247258248271
che0372,che,17.237557606282888,159.96570102198334
che0373,che,17.305136512784532,158.147966238108
che0374,che,16.077708768336635,160.0127541860063
che0375,che,17.230123516009115,157.9028960306991
che0376,che,17.88421083188992,156.83985369110633
che0377,che,18.762772831227657,154.9861003175167
che0378,che,19.27274190951537,152.84224561262278
che0379,che,18.997252747252748,153.66899711584097
che0380,che,18.94497362118948,153.56501071357835
che0381,che,19.325559448808576,152.68598341532467
che0382,che,19.385064582838933,152.47995558870394
che0383,che,20.268765373323813,150.0347238752678
che0384,che,20.079579236222276,153.08712554310543
che0385,che,15.52786571617282,147.8886965631904
che0386,che,19.927223322954998,152.40065666572318
che0387,che,19.28832730929693,155.2223118359869
che0388,che,19.272394227762145,154.6664879596122
che0389,che,19.700956727815324,153.7136350780694
che0390,che,19.637425841703323,152.58414903021716
che0391,che,20.146770623834843,154.20476439742495
che0392,che,20.03149679843087,151.17062236013243
che0393,che,20.21292540004508,153.65027984373828
che0394,che,21.08281364539399,150.4866085182785
che0395,che,20.069700766878853,155.57973033933135
che0396,che,15.18994365069923,150.7733373711591
che0397,che,20.35590590881765,153.35801966373845
che0398,che,20.159267233602367,151.2620012750039
che0399,che,19.87499050986432,152.40779384171537
che0400,che,19.91984945180821,152.65008454699176
che0401,che,21.240530226137796,150.39003694531283
che0402,che,20.833072339587336,152.3736150096026
che0403,che,21.050053701714752,150.69877041591053
che0404,che,21.346845178439143,146.81572181794414
che0405,che,20.546296824917828,146.77707546631217
che0406,che,21.157921742584747,146.32200079449152
che0407,che,15.326040068485536,147.59328930691748
che0408,che,21.89437187550395,148.40878711318962
che0409,che,21.579618335284763,147.5989811788966
che0410,che,21.602125310516147,147.20131796853437
che0411,che,21.831741961297837,148.6312199912702
che0412,che,21.1906026421114,147.24087535462178
che0413,che,21.31761564318256,148.2868769942157
che0414,che,21.74943824169651,146.35619865178006
che0415,che,21.52841556885231,147.26680425755015
che0416,che,22.416320095243456,143.98357372117155
che0417,che,21.49779685751123,143.83455179155862
che0418,che,16.11259793308185,145.24653467556527
che0419,che,21.750642235421097,142.4221396065164
che0420,che,21.457612980049795,142.44751370661166
che0421,che,22.29404322468075,140.53770168157772
che0422,che,21.9938860111072,141.555834153561
che0423,che,22.21778521594215,142.1385617038104
che0424,che,21.26224514892195,142.65096832373735
che0425,che,21.68156313743482,141.20425194214184
che0426,che,21.59861506878696,140.97133927750713
che0427,che,20.794208567282823,141.79490883855908
che0428,che,21.119229081288903,143.18183222998994
che0429,che,16.85001931081835,145.23444406299618
che0430,che,21.293263020426703,144.21235112921772
che0431,che,21.392026293226635,144.71169619891398
che0432,che,21.08711564607166,145.54894461458176
che0433,che,21.39481033690388,146.19835967052003
che0434,che,20.87378313253012,146.91237751004016
che0435,che,20.38686569585852,147.87160183344827
che0436,che,19.83557450816241,151.95064183061254
che0437,che,19.070520220537304,154.39538792585958
che0438,che,18.342052732656597,155.7113989196144
che0439,che,19.304513206256942,155.97625865458585
che0440,che,16.586835513498468,157.7499420168847
che0441,che,18.273080478724733,160.06113984458935
che0442,che,18.438346644050227,162.00891700237943
che0443,che,18.912680039543,161.53316731945992
che0444,che,17.9086249673544,165.20036236615303
che0445,che,17.47830860761433,165.8675407910528
che0446,che,17.70203934956428,167.18837480909173
che0447,che,17.21167843266021,166.79161878180923
che0448,che,18.53780856824335,166.17622232839625
che0449,che,18.75576742183888,166.8328204964686
che0450,che,18.064634519318997,166.80796061925636
che0451,che,16.079025563909774,147.03698045112782
che0452,che,17.820545462714733,168.80375623418053
che0453,che,18.33835275210928,168.11281639212535
che0454,che,17.977094815178855,169.1353599887668
che0455,che,17.60506477122373,170.33239484291823
che0456,che,17.159210505522985,170.4408116180212
che0457,che,20.245915278539943,171.84029314404066
che0458,che,19.16454300175276,170.14971345294128
che0459,che,21.28594132624102,170.04281335646985
che0460,che,19.09084159728483,170.4665994944406
che0461,che,20.17175553772859,167.61865391856716
che0462,che,16.966601948827332,149.27342831359894
che0463,che,20.45197721510652,170.65430838628956
che0464,che,21.260893695026997,170.15625367888197
che0465,che,21.83203831825439,167.60736207202413
che0466,che,20.81120770676692,172.41320097117796
che0467,che,21.03775572343192,168.54426504715352
che0468,che,19.289443216503525,167.15463284566536
che0469,che,19.751297727534894,164.86350378194882
che0470,che,19.984535277271544,166.49825566258787
che0471,che,19.898021406678755,165.61992714668548
che0472,che,19.25127392696152,165.49826876592408
che0473,che,16.715854853928672,148.9769052483075
che0474,che,20.3198265370837,166.82919387737613
che0475,che,20.93313751124845,167.61111771397523
che0476,che,19.26295056135513,166.145574814523
che0477,che,21.0349185800913,166.24751311575935
che0478,che,19.540441656866587,165.5281098915458
che0479,che,21.82810159392725,165.65844175517142
che0480,che,20.20679623669225,167.75386853181482
che0481,che,19.23582613834083,168.3952595121631
che0482,che,19.29721161249415,165.17486677033168
che0483,che,21.70366313347724,165.08674570701376
che0484,che,16.150753009011915,146.7944698695591
che0485,che,19.325819131148982,162.84230442052154
che0486,che,19.36842260413289,163.11268166140965
che0487,che,18.77513816579896,167.76800961153384
che0488,che,20.43208260134575,166.23976598495145
che0489,che,19.957791566217445,160.52902817847686
che0490,che,19.598133636418016,168.48923251779627
che0491,che,19.416639074039416,162.994371104041
che0492,che,19.029796845490274,167.6542800265428
che0493,che,20.85223902828745,163.43143441346533
che0494,che,19.27674634833988,165.74607840196754
che0495,che,16.957146711180805,147.16086633955518
che0496,che,21.025888882112586,164.44945721778373
che0497,che,18.971770595529183,165.14820437347177
che0498,che,19.841149439372582,165.10132957539366
che0499,che,20.590496277525062,165.4821746179151
che0500,che,21.110311330320595,163.60576092535334
che0501,che,22.69902851507585,157.74106674500095
che0502,che,20.65194297490811,159.44259247455756
che0503,che,20.76821480098447,158.16578969702113
che0504,che,20.18689684752305,156.10323289727643
che0505,che,20.45507128139153,153.41172717478847
che0506,che,15.936733326461187,144.66294711885374
che0507,che,21.0570137826775,154.882975431648
che0508,che,21.33784088144938,154.30563338408453
che0509,che,21.363039912520502,153.39753052669948
che0510,che,19.525226089467164,154.9052240404586
che0511,che,18.407179843882837,152.69783213540458
che0512,che,18.35218348376926,155.1102363718507
che0513,che,18.502024780900573,153.9291225949431
che0514,che,17.59770867128742,154.06717298333578
che0515,che,17.049840710549617,152.59828934997125
che0516,che,17.617272244887307,150.9309058011987
che0517,che,17.146630075542966,152.33037259993705
che0518,che,17.0506752890008,150.541318530388
che0519,che,17.21532085096516,149.6315189457616
che0520,che,16.92661910971338,146.5205952289637
che0521,che,16.693499123457013,146.7852560047713
che0522,che,16.908180533158134,150.49853670190527
che0523,che,15.56234935358995,146.41278029362354
che0524,che,15.472710280373832,145.98173831775702
che0525,che,14.637005020060862,139.98386409008975
che0526,che,15.685860983288933,147.80162751271493
che0527,che,19.39212307473664,163.92632925334422
che0528,che,16.415530028005392,156.5140286277357
che0529,che,15.144579789711036,137.02227886571407
che0530,che,16.373739970049844,151.84724302094276
che0531,che,14.397450232268625,142.99831706108145
che0532,che,16.61942620117525,158.33565214886508
che0533,che,16.58703126896161,156.83188382346992
che0534,che,16.35861290415955,157.03259327872175
che0535,che,16.405123035329698,157.99711313751547
che0536,che,16.53403851369677,157.58577833086042
che0537,che,16.82173386399031,160.8256272711542
che0538,che,18.422585112893355,161.38047154314427
che0539,che,16.0551845221702,159.25905397961995
che0540,che,14.924625949640047,155.13291643167568
che0541,che,16.936262893783105,156.39772093671593
che0542,che,16.773121080559577,158.95994211287987
che0543,che,15.799671939454964,156.32385422418554
che0544,che,15.549690391943386,155.33793209036472
che0545,che,15.841943866943868,155.7468988218988
che0546,che,15.932371991443658,149.9614964622818
che0547,che,14.735615899252265,153.45325462416372
che0548,che,15.282581802437065,154.19255273087154
che0549,che,15.596688082526468,163.71093113745363
che0550,che,15.006599005972518,153.73300477523006
che0551,che,16.875778582210955,153.58457051573285
che0552,che,15.892397736043222,158.86580910728068
che0553,che,15.541709982504628,158.84649712213798
che0554,che,18.193549193961907,157.05694168261235
che0555,che,17.58734593845826,158.595515196003
che0556,che,18.05413895048041,157.8081347006652
che0557,che,15.433244515728475,159.17320726407286
che0558,che,15.985639491398654,157.03403716702147
che0559,che,15.452316998848836,154.9999322844954
che0560,che,15.37061292531182,162.79108742892865
che0561,che,15.668344538702524,157.22566792213735
che0562,che,15.411656406420803,154.160416546804
che0563,che,15.272201446668651,154.16028519299698
che0564,che,15.353034023149773,155.556448029931
che0565,che,15.937663146813334,152.70647001321288
che0566,che,16.807185885378225,150.935427033977
che0567,che,15.596873208609098,151.87459481994892
che0568,che,16.806499783071505,148.54140307332182
che0569,che,14.486965578295058,153.41077956569285
che0570,che,14.444436491543794,152.69689564203767
che0571,che,15.631996883615006,162.4916696631907
che0572,che,15.506191434087762,149.49256522486277
che0573,che,15.461202811562154,148.9784690412257
che0574,che,15.611582258511726,146.77365165262785
che0575,che,14.180005268446882,150.2836961081788
che0576,che,15.52873705957394,148.4707887874101
che0577,che,15.713644566203214,145.63856345429215
che0578,che,16.481615414836245,142.80018036358442
che0579,che,14.77739017743811,146.3360139891176
che0580,che,15.107462797757622,147.87048591064013
che0581,che,14.610776547877707,146.33661528459734
che0582,che,15.92257885487004,167.5114697992785
che0583,che,14.55269985068028,144.16271678470432
che0584,che,14.58750433231612,145.66633980574318
che0585,che,14.783468104222822,142.24746737885044
che0586,che,15.639169595782072,144.5369526215583
che0587,che,15.66551156712806,144.52725776788307
che0588,che,14.69356095616086,147.44892078508127
che0589,che,14.468235865502198,146.36601823022818
che0590,che,14.840587282512148,145.36651166030967
che0591,che,15.30545613693834,147.91706866368412
che0592,che,14.61728948154395,143.2286319155291
che0593,che,12.247847768078143,110.95811448787143
che0594,che,14.340486476889389,124.70542699887554
che0595,che,14.34175388494782,122.51383086995489
che0596,che,14.806719668760872,122.39735756286211
che0597,che,15.20673336509449,120.758980466889
che0598,che,14.73979638873158,122.03588879084408
che0599,che,14.722452195278285,116.68467578250187
che0600,che,14.718229944702152,117.82340068663679
che0601,che,15.81756686594176,112.53833944015072
che0602,che,15.729391304347828,108.172
che0603,che,16.200661359461115,105.32900183710962
che0604,che,17.005480026744628,107.19490803256552
che0605,che,14.513299827650624,129.36094539055816
che0606,che,17.078467054158292,107.70511706230648
che0607,che,17.51864814464474,104.23231804545823
che0608,che,18.56375174734342,101.3419226344372
che0609,che,18.31639928698752,104.81292517006803
che0610,che,18.398695682745043,101.78030516101813
che0611,che,16.877994096946306,110.04620274719038
che0612,che,16.836712068419384,109.76825308837503
che0613,che,18.011289953467085,102.29706054364686
che0614,che,16.889636634371797,108.04283421322349
che0615,che,16.649975674563077,108.01697167022192
che0616,che,14.735417522628518,128.50077814713828
che0617,che,16.285169124024286,112.09555507372073
che0618,che,16.37189326758659,114.44894023143914
che0619,che,17.511838868388683,105.84003433784338
che0620,che,16.090484221910366,106.33492551917705
che0621,che,14.516811771919068,117.78499080318822
che0622,che,16.902300374747767,106.68247910060536
che0623,che,16.346954900677787,109.0501734589316
che0624,che,15.69267760070622,109.29002694791619
che0625,che,18.38253104541044,110.25771068502573
che0626,che,18.40661269320048,109.56446809715224
che0627,che,13.70354142198934,131.0046526334809
che0628,che,17.348288129064418,108.46640835655859
che0629,che,17.135548564687376,108.30745182854896
che0630,che,17.374350607530808,108.65121720836375
che0631,che,18.188371684887525,109.1823531233547
che0632,che,16.163153099049474,106.68621218082794
che0633,che,17.776915923405333,106.91698017500106
che0634,che,20.0852755820767,103.42048240316659
