ID,kind,mean_hue,mean_sat,mean_val
che0041,che,14.586770505220864,130.77862794216125,132.2953074232992
che0042,che,14.06832882943471,133.24751470390433,130.26086743864713
che0043,che,13.958085546191764,131.88723167435205,129.0663486510839
che0044,che,13.565237805408223,145.25093470133032,122.28272324145726
che0045,che,14.37784960506882,131.47747072800053,129.80797140227327
che0046,che,13.987495419567606,133.39439813118358,129.19622572370832
che0047,che,14.153203065388317,134.31698901900938,132.35993984230723
che0048,che,14.857514190817902,133.81073725603457,141.1017184497295
che0049,che,14.347991929285165,134.43766333589548,137.6508647194466
che0050,che,14.227385986497245,136.32154340836013,137.7698328181057
che0051,che,14.15915332943603,138.3360982120206,137.71398947728352
che0052,che,13.778903015966884,139.69767466418855,136.94416870828758
che0053,che,13.732079798676788,137.2557332467427,137.17713195600115
che0054,che,13.844502903339643,139.80295787751436,136.06011998331783
che0055,che,13.997468773264952,136.86586152700804,121.74269170320126
che0056,che,16.50925997901201,136.78426095067823,134.10702903338645
che0057,che,14.880259603142564,138.64866627332856,133.78419194899027
che0058,che,16.43266292786695,137.94941017211372,133.77737381550958
che0059,che,15.760403322852374,137.96809130080354,131.33104304957106
che0060,che,17.677867109573913,133.5968570620283,128.74667591418063
che0061,che,14.153939919838024,135.1637225734474,128.030577248874
che0062,che,15.015711373142484,134.39998318515248,128.98704205813735
che0063,che,14.133192124291782,136.81344755266645,127.81118333872432
che0064,che,14.50990105803406,137.36177628960766,132.45605247629373
che0065,che,13.830350145099452,136.97698532059565,128.06080408396704
che0066,che,14.279264496921307,140.43514446173626,119.84151498748224
che0067,che,13.725675371815877,135.31987408049855,127.56212992408425
che0068,che,14.602859630084549,133.13233242305353,129.75558391070513
che0069,che,15.224470510297529,132.082487383824,124.53767316797537
che0070,che,13.820421379161996,134.60454663813695,128.37199560733168
che0071,che,14.53349119714571,133.98670546010575,134.67783039904856
che0072,che,14.318331752772853,133.38185997608542,134.01726590524885
che0073,che,14.744638245820688,130.18240384179768,131.96820549993205
che0074,che,14.650399124950546,130.69857339011847,138.65382019595523
che0075,che,16.427254588986433,128.68243216280925,135.86798683160416
che0076,che,14.931644281864523,127.59489821318412,134.34352103377742
che0077,che,14.505588418182688,141.79004767295396,121.69525980962706
che0078,che,15.20646874815558,126.34414212359086,135.65415805937556
che0079,che,14.717247115758544,131.43585533422632,133.60261202091345
che0080,che,14.965311458395703,131.11458395704847,128.8381334451031
che0081,che,14.303505552507614,131.49213000624303,128.36398721126014
che0082,che,14.993006918460242,131.88291918513545,131.14519172343216
che0083,che,14.68624852071006,134.7124852071006,133.79494674556213
che0084,che,14.572651947048024,130.84249685959995,133.7961518021065
che0085,che,13.57848991899722,133.63302390665956,130.92824060387474
che0086,che,13.30808670490888,136.47994314432205,130.07720188842075
che0087,che,14.411067644830911,137.10577870936277,128.92469726369967
che0088,che,14.781122541653597,140.24899684605097,120.93840717316996
che0089,che,13.628122932057584,140.2105314544212,127.78566081947473
che0090,che,14.178488718321974,138.7627318643993,128.93927964886743
che0091,che,13.199847722457626,140.22541490112994,129.25705111228814
che0092,che,13.778508454979043,141.50700968348028,129.48567952979718
che0093,che,14.306698267592122,139.9338637774392,129.9346425145308
che0094,che,13.949836721010218,143.7060729850876,130.32789897810943
che0095,che,13.545681885708628,141.8082970189165,130.93327225908686
che0096,che,14.191968644516974,144.0037939018607,132.13754289061845
che0097,che,14.119494451992754,145.1018314085145,129.68591485507247
che0098,che,13.815328832208053,142.8617293212192,130.38958350698786
che0099,che,14.294374990020916,140.1593300442273,123.6076064568664
che0100,che,14.421694605700868,145.4688865696954,129.67373295936338
che0101,che,13.773536773967251,147.08623905868848,128.76974219161048
che0102,che,14.036451070828416,146.55398834423826,134.22637563016195
che0103,che,14.542964725276784,140.60928045559282,134.93615705962796
che0104,che,14.314947737496691,141.96222545646995,131.72580378406985
che0105,che,14.69832714496746,140.98977921507566,135.62648221343875
che0106,che,15.034935417939696,142.69078573084136,135.02088118165153
che0107,che,14.749134092033646,143.01459673428997,136.26191654296554
che0108,che,14.441000997739811,143.30966585897252,136.98861762130684
che0109,che,13.957541939406946,145.65609686303966,133.76694566655937
che0110,che,14.34682790332346,141.19030943692624,123.14161116656575
che0111,che,14.713687659264652,149.04431096549771,132.6452089147757
che0112,che,14.481242789513466,149.34381588892867,132.67456339260852
che0113,che,14.903126139438484,148.65908000537334,132.0251779922854
che0114,che,14.908694531977725,149.86114909725111,132.5991041877242
che0115,che,15.116595165415395,143.89722382641696,133.8344814784259
che0116,che,14.897649429147078,143.21226774121334,135.85430937989702
che0117,che,14.72491147593755,148.97736600676,132.9071704490584
che0118,che,13.883763130834526,144.0095973546787,135.83454644434138
che0119,che,14.83520354152632,145.16525839668944,135.8864209411991
che0120,che,14.812143144350625,146.59989947728187,135.60689585846401
che0121,che,14.76055473964046,142.5760257292112,126.21680206726032
che0122,che,14.875275407603253,142.29131114048792,137.73002043023675
che0123,che,14.42911664148843,147.40017492247753,136.54788502822612
che0124,che,14.477660748319792,141.6387802186779,138.76156083859965
che0125,che,14.202934378454426,142.21431011958595,139.62669078484575
che0126,che,14.489420441721748,143.84007738191198,141.97646300177334
che0127,che,13.9857964463554,144.41182955735627,140.76219613031256
che0128,che,13.979982292027564,143.93147784578665,141.6633175501405
che0129,che,14.11305219721949,143.48959719249532,139.9551300591967
che0130,che,13.976893722572028,143.0917763785537,139.1034153787445
che0131,che,14.674250912639607,144.09916145588608,139.40911555282466
che0132,che,14.514493157298572,140.363712328004,125.9658700536646
che0133,che,14.628495267109129,138.53637616508902,138.56439270300658
che0134,che,14.159742671193053,134.4552769285594,132.07779882589043
che0135,che,14.111892616514911,134.37587701735754,128.72736294155538
che0136,che,14.23987452557148,138.99336233340844,129.50272958874197
che0137,che,14.062617834650409,140.67734365598298,130.28220145212404
che0138,che,14.397022226036214,142.7970050630739,129.30592980348408
che0139,che,13.976496741054085,143.2073207579747,129.8972245003669
che0140,che,14.195566790623824,141.70388166966114,130.12296828646637
che0141,che,13.78535124166586,142.59190259928496,130.55112571262924
che0142,che,13.43347869329049,141.77956927549536,131.24211996021728
che0143,che,13.754552502694628,144.79558648336894,126.01669723729744
che0144,che,14.000601078405374,132.81934058163176,128.47269512949703
che0145,che,14.072266473569876,140.49853367125272,131.16667270094135
che0146,che,14.02637337325809,143.4106491611962,131.2490306729625
che0147,che,13.395087684985985,132.42874372514507,129.7096616467827
che0148,che,14.24890277173698,142.09817721719187,130.05322051322605
che0149,che,13.60946835635727,141.52439395669217,130.98803135822203
che0150,che,13.427980832472048,132.79537411130946,127.06490964327101
che0151,che,13.945369534902795,133.17583463210565,128.61947338200312
che0152,che,14.622046373515287,139.28684925448573,131.7418972706596
che0153,che,14.2135862113991,143.5483776196383,136.54601096820525
che0154,che,14.07042830672748,145.48931014823262,128.25310005701255
che0155,che,14.788115331633865,137.53058251658564,133.39699479075955
che0156,che,15.391078854091544,132.61915575946355,135.16824968160685
che0157,che,14.888820638820638,136.25248625248625,134.4135222885223
che0158,che,15.129920335777106,131.40652224937526,136.22776788303028
che0159,che,14.060885750962774,141.1884724005135,132.9451732991014
che0160,che,14.57217123100266,135.72911225530433,133.44132278685672
che0161,che,13.821839972306114,141.98024423143494,131.97669893641148
che0162,che,13.785735247364943,140.62516201609156,136.1483578293512
che0163,che,13.772808884555475,142.68485511468353,133.45869846969714
che0164,che,15.569887635517713,139.9502918842997,134.095509809946
che0165,che,13.943181424363194,145.36045745971236,128.1577369606654
che0166,che,15.566157029543623,143.2932980802391,132.94755719048166
che0167,che,20.46525956696294,134.83664802394932,137.47679329790444
che0168,che,21.313524107353224,133.6363441643284,135.4978473665046
che0169,che,13.781506624947758,142.50420766076653,131.1466186221464
che0170,che,14.028179343610285,138.7541570878524,137.72281849851205
che0171,che,13.427931881047334,140.27776358324354,134.79417678490097
che0172,che,13.994763241045584,139.27730516826125,132.81757518173984
che0173,che,14.624792013311149,135.076268718802,128.60721713810315
che0174,che,13.682842696147748,136.7113596434846,128.4167416548828
che0175,che,13.634975553866571,137.1810375143217,130.2284096967772
che0176,che,14.002278815016192,145.35009794906648,131.23719665773797
che0177,che,14.514063922564567,133.29479131726484,128.73187982174517
che0178,che,13.69178304644365,135.80713260484657,127.37587612232711
che0179,che,13.731039171820854,137.44753695661709,127.10070404000527
che0180,che,13.74632148960252,136.32409729465812,128.7596595574691
che0181,che,13.46347709161377,136.1177255739455,127.47274129441774
che0182,che,14.743508299110198,132.4615096680356,130.21344541409994
che0183,che,14.214639725505148,132.83772917894154,133.7441282824432
che0184,che,14.082512963102127,132.70558102251948,132.6117957966985
che0185,che,13.988742328593482,132.3549366834423,134.64223948593732
che0186,che,14.028598060141032,133.7394428984411,135.3210628698025
che0187,che,14.140746989249244,145.17292747276414,130.05886892689844
che0188,che,13.222320063596891,136.5743533296643,129.84629120039136
che0189,che,12.697425039273272,135.6731780616078,124.75271985715261
che0190,che,13.146986597236603,134.55704803889662,124.65239602749588
che0191,che,13.293824559093052,136.78070435364742,125.9181839133441
che0192,che,13.228981351639842,137.98742125201449,124.1552355637414
che0193,che,13.140732412463862,139.73905129028805,122.65033729521362
che0194,che,13.319060098609691,140.90144583129748,123.53275885044197
che0195,che,14.638716788931545,139.36035830577623,128.08861352895713
che0196,che,13.26625219156593,140.0600950447541,124.60985512595737
che0197,che,13.494996352694448,139.00312300537976,123.08691985046048
che0198,che,14.38492296097806,144.86390470607938,128.447119410484
che0199,che,14.314210101882034,135.6200947264405,123.72076144611155
che0200,che,14.18165989553105,134.89765122531892,124.0347163822
che0201,che,14.865109288897091,135.18448598623672,127.21667941044639
che0202,che,15.737854573332546,131.4437577401663,125.37996107802087
che0203,che,13.931837198556318,134.87089281031058,125.53888326901702
che0204,che,15.373910486070264,136.6435351050746,124.95406662745307
che0205,che,14.240533973956484,137.62066282656767,126.16136605607272
che0206,che,15.03528823382316,138.08708059367785,127.27884912404572
che0207,che,13.976601091949044,141.74083542768005,125.74184649160817
che0208,che,14.38186557166987,137.6326373114334,123.34792358320229
che0209,che,14.645267805020431,140.25496205487448,129.29648277875074
che0210,che,14.949041471048512,137.19694835680752,127.11486697965572
che0211,che,14.68421052631579,134.88595384359954,126.15364436327411
che0212,che,15.74923136728275,134.7032901014242,130.7857016644874
che0213,che,15.01275893372947,137.07001733102254,129.72560864900552
che0214,che,13.762974852862492,144.67088217650016,129.4957115294194
che0215,che,14.937847344354555,143.1520225114316,128.66512486809708
che0216,che,15.246469107904062,143.08932943009262,128.72997449197953
che0217,che,14.246092548150884,143.1309919389576,130.00321518675773
che0218,che,13.588794614465868,146.08532783198126,130.91775892289317
che0219,che,13.683823302111348,145.58666419363814,132.89097035457047
che0220,che,14.520798569725864,142.10441001191896,129.4469408025427
che0221,che,14.460924454557132,137.62930069545112,127.45534616584399
che0222,che,14.55102561485866,135.91056910569105,127.84389563560907
che0223,che,15.058649266884164,138.83725203434958,126.47564405444932
che0224,che,14.975337357271924,140.15777940102265,125.49652070277959
che0225,che,14.742953796536494,137.41321951903527,127.13042487555212
che0226,che,13.954029184868482,140.31759457198623,128.1185054373083
che0227,che,14.989384175675916,140.27728959187658,128.6036818093057
che0228,che,14.083130010456603,143.4976821192053,128.26359358661554
che0229,che,14.476637917391992,150.18205016616554,129.40405918658016
che0230,che,13.635514556403669,141.30378581565725,123.60308388631046
che0231,che,15.047792562709438,141.68264632202232,128.82628428278622
che0232,che,14.332628477337725,145.58660195857527,128.9141520062397
che0233,che,14.06154388083736,142.22554347826087,128.94675925925927
che0234,che,15.350772718564404,141.87254933265214,129.78560252889713
che0235,che,13.983781044095286,144.65398504815002,128.10615179929042
che0236,che,15.777752609012216,141.80399644041745,128.32136558530863
che0237,che,15.277160297801773,141.31627324371053,129.88977100314034
che0238,che,14.626657761663964,145.0876188658843,126.23590306268486
che0239,che,15.420854557230127,143.05107738626617,129.4196992770747
che0240,che,13.82616845788553,143.29364533866533,127.8311359660085
che0241,che,14.44951840540687,141.41928546903517,132.05493611869093
che0242,che,14.234068512435476,144.28133896449242,125.48210542781167
che0243,che,14.223569466013618,142.25425576394696,124.67786106797276
che0244,che,14.071566190637272,142.40512993984674,123.96067242216111
che0245,che,13.395061728395062,138.70424637091304,124.28403201736535
che0246,che,14.861836190041243,141.07491187258273,122.32717749646777
che0247,che,15.030198270090048,138.67977535766502,123.09794624434636
che0248,che,14.21423862035086,138.63854019882874,122.87948754411593
che0249,che,14.390225467589032,140.6598001537279,121.47523699718165
che0250,che,13.387168839000587,143.24665926565518,121.04746241245563
che0251,che,13.652896926788186,141.51054141627532,123.26067345161796
che0252,che,14.192296218303062,148.2255505834869,131.81028340791437
che0253,che,14.18482396837711,139.24827908924107,121.35181696159198
che0254,che,13.528162303139734,141.56339652924063,120.20552462634166
che0255,che,14.168291090109294,138.82236898850377,121.33075397069877
che0256,che,13.748395920141109,142.84961272016156,119.13704338045451
che0257,che,13.91883200887082,139.57957247582087,121.48034251216657
che0258,che,14.009830835435524,138.76046149280307,123.37853044467528
che0259,che,13.431300733813885,143.97651795571142,121.77312812520293
che0260,che,13.045342558433434,143.95551272068116,124.30357302424142
che0261,che,13.325133732641437,145.25317823459574,123.74363352587277
che0262,che,12.823766377512936,141.90983036886405,125.09984812993899
che0263,che,15.36056256622676,145.46267218957712,133.27309507754552
che0264,che,13.159529863665874,144.74945899156026,123.22455907812162
che0265,che,13.281292721605512,145.12440531525127,123.36036528681576
che0266,che,13.443289367355604,145.0530194080344,123.57966607771432
che0267,che,14.555407209612817,142.13365646949555,126.74164102861786
che0268,che,15.03881928347173,141.8866817288225,126.71087996244242
che0269,che,13.73213259513631,147.0003223771813,122.77750367930479
che0270,che,14.23712043671102,139.4875794056961,129.9725268476548
che0271,che,13.824201920581364,140.47032182714767,123.64419932520114
che0272,che,13.721217376940864,142.94718368021142,122.81002918180818
che0273,che,13.997866555113992,144.41144809314648,123.03177856794255
che0274,che,15.091040260646963,147.74200605073307,131.85005042277558
che0275,che,13.500104144969798,147.12064450858452,125.0993245454816
che0276,che,13.87614789559176,149.1975264960839,123.92288393187411
che0277,che,13.706855982465187,148.75136990716865,124.8567882929345
che0278,che,13.473175006873795,151.0400226835304,126.0793408028595
che0279,che,14.776558826821896,145.18728310757865,129.85127056979738
che0280,che,14.29078560676654,149.82931331087377,125.14235538671063
che0281,che,14.48623980910718,148.64382581030026,124.94698747265858
che0282,che,15.77354095673554,143.74183669067853,126.40430487857482
che0283,che,15.839622109948726,137.5139079315591,125.73153278365231
che0284,che,15.094027559131634,142.19530445260725,125.43208364915554
che0285,che,14.337574396806728,152.84833743184006,132.75927509889874
che0286,che,15.113735512016314,142.93843413614186,128.71499006169492
che0287,che,14.954097598105548,144.9270339986468,130.84668893775373
che0288,che,15.435268962412785,146.21534998874634,129.72570335358992
che0289,che,16.28689628631903,147.86868797932874,131.47027131037137
che0290,che,16.26841766303587,146.9462100635623,129.64732730378293
che0291,che,14.403577023498697,151.15548302872062,129.76689295039165
che0292,che,14.863833346004714,147.65731518791657,129.83207886667174
che0293,che,15.27510992115153,145.1759720959937,130.25116061997986
che0294,che,16.400474968608396,141.97808047169298,129.01097341267675
che0295,che,15.601127745493942,143.2421451787649,129.58450704225353
che0296,che,17.6526248164464,178.2824706314244,152.67138399412627
che0297,che,16.590037152172265,161.16512245052695,145.22018348623854
che0298,che,14.782770761851726,145.85564158298453,138.30884545601523
che0299,che,14.908653804200808,144.82399190205678,140.6484113894779
che0300,che,14.94010477958803,145.0025192430067,142.2341326917545
che0301,che,15.376976865139753,149.74075857684974,143.6460327856221
che0302,che,15.015524208497071,148.55167012678876,141.22153740639135
che0303,che,14.661667660602031,149.83371298405467,141.17930919862738
che0304,che,15.155807422066305,151.12058608937264,143.71297212477387
che0305,che,15.12007443765846,149.70394794359723,142.96680280265278
che0306,che,14.684345538259151,155.43852225389168,141.8972484104363
che0307,che,14.669297814738236,156.18441644486583,141.3414742806228
che0308,che,15.082913094637757,157.51005771278085,142.3852748361069
che0309,che,14.64703109189587,156.06850795694967,142.0096472265661
che0310,che,14.96091940645912,155.81303462321793,141.75895257492
che0311,che,14.724653186834322,155.89424903228908,142.242168153295
che0312,che,15.158999607742354,150.9117285036047,143.7138412844409
che0313,che,15.07520550416162,154.971422681475,142.27096915504936
che0314,che,14.812595286971344,156.45922617975774,142.58957275422864
che0315,che,15.032621885018711,159.4299217023668,143.05164067389612
che0316,che,15.44646492061338,153.9630716515131,142.5840175057674
che0317,che,15.234444862627022,150.51181031238238,143.75012420022583
che0318,che,15.4552539290817,153.5833225094168,143.7203532926354
che0319,che,15.486794759582656,154.12285527723364,142.4062990594479
che0320,che,15.602511568266712,158.76973574176284,147.22921893293193
che0321,che,14.914387756607978,154.92927876739623,144.282014197376
che0322,che,15.232181443860275,152.12978748745172,141.69834788082963
che0323,che,14.767344300176056,154.28734319982394,146.04342264524647
che0324,che,15.42250574335412,156.9499917952084,146.55640794223828
che0325,che,15.194287699791522,156.72872828353022,147.70718554551772
che0326,che,15.318896754973252,151.83052503443636,140.02665214466478
che0327,che,15.13181881533101,157.01155400696865,146.6949825783972
che0328,che,15.122023722360522,154.40316298140283,145.33697466686192
che0329,che,15.798308890268954,156.25694676666825,147.52956257265242
che0330,che,15.872904330937,148.8463872890843,139.45646808108873
che0331,che,15.537698870186764,158.42748443624626,148.03938206133273
che0332,che,14.848370768298013,152.74129689945434,144.81840869675563
che0333,che,15.011792005370616,154.1027422250113,144.1100392580377
che0334,che,14.62337357182718,152.8977149234881,145.32788498252415
che0335,che,14.92077081361991,153.93981585785306,146.2288709653194
che0336,che,15.633816263294532,157.3582112050917,151.81043463696508
che0337,che,18.445736246346623,157.00536097789404,150.37843336724313
che0338,che,16.337803332639822,158.94868642545063,157.77422405477483
che0339,che,16.32387904066736,160.44243056213858,156.272613517869
che0340,che,18.252831045783445,162.1789318277686,155.5806645251306
che0341,che,14.866846951258772,154.59625265597836,139.1468546777413
che0342,che,19.21774492277464,162.83487139843135,155.91243497447294
che0343,che,17.54637047557755,161.61168194225604,149.78844233372538
che0344,che,20.028428093645484,158.8595730624716,162.59946736033692
che0345,che,21.58096526838069,156.89686339821657,157.79671073175808
che0346,che,20.409994658436705,157.89063643737512,161.58511880032444
che0347,che,21.832479808918485,158.2450053640467,162.38277027710868
che0348,che,21.961146889413165,158.161703755659,161.41233607515568
che0349,che,22.42598098051888,153.52323885144492,157.8154002400517
che0350,che,20.543746576593023,155.5765017345262,160.2820522183677
che0351,che,22.382028042451005,152.6111085289333,157.49883027345263
che0352,che,15.314502788716313,154.15779303479673,137.22372677899605
che0353,che,22.57679827753517,153.2190229257642,157.3059801067443
che0354,che,21.85557552417629,153.38741976893454,162.63801454856653
che0355,che,21.04142630883016,152.09052469449733,164.60516412141644
che0356,che,21.56213728507032,151.66066078224958,163.66726050692364
che0357,che,21.422691055404083,151.57635598379966,160.97479948116577
che0358,che,20.939887246133992,152.15014603663369,157.403966762515
che0359,che,21.746757635925817,150.77516792699927,155.31111909087068
che0360,che,21.21164479460832,153.85629701701512,161.2418068772396
che0361,che,20.2117531261884,155.92501621815092,157.3028991342863
che0362,che,19.42777738854247,153.199222307854,155.8972185244868
che0363,che,15.364868364264137,155.63582218385844,138.92001972994635
che0364,che,19.30715287517532,157.95505497682086,155.50122587068938
che0365,che,20.526022526477824,157.07729248647652,150.86197925135778
che0366,che,19.610296031737768,160.08724762331184,151.58829409498424
che0367,che,18.7845048422368,160.38553577007184,151.48886806206394
che0368,che,17.98088601775907,161.66839660303404,152.9475817183228
che0369,che,17.517510105092967,164.46624629479925,150.99301535974132
che0370,che,17.243789882752985,164.30122104705336,152.3665349201793
che0371,che,17.377009563045906,163.2247258248271,153.19478232850386
che0372,che,17.237557606282888,159.96570102198334,153.88677055516118
che0373,che,17.305136512784532,158.147966238108,152.82628928740945
che0374,che,16.077708768336635,160.0127541860063,147.21092949954118
che0375,che,17.230123516009115,157.9028960306991,153.0953451652876
che0376,che,17.88421083188992,156.83985369110633,153.3191120830632
che0377,che,18.762772831227657,154.9861003175167,153.0109243510891
che0378,che,19.27274190951537,152.84224561262278,160.48661648687812
che0379,che,18.997252747252748,153.66899711584097,157.45248439268371
che0380,che,18.94497362118948,153.56501071357837,156.90201127176476
che0381,che,19.325559448808576,152.68598341532467,157.08940695368
che0382,che,19.385064582838933,152.47995558870394,156.94438417466182
che0383,che,20.268765373323813,150.0347238752678,161.63299412838214
che0384,che,20.07957923622228,153.08712554310543,155.7216759407475
che0385,che,15.52786571617282,147.8886965631904,140.6647573279887
che0386,che,19.927223322955,152.40065666572318,155.33166147749787
che0387,che,19.28832730929693,155.2223118359869,154.30585177883322
che0388,che,19.272394227762145,154.6664879596122,152.2166152883885
che0389,che,19.700956727815324,153.7136350780694,152.8389751991964
che0390,che,19.637425841703323,152.58414903021716,152.87951473579943
che0391,che,20.146770623834843,154.20476439742495,153.78710820912656
che0392,che,20.03149679843087,151.17062236013243,157.4259384177918
che0393,che,20.21292540004508,153.65027984373828,154.1882559537225
che0394,che,21.08281364539399,150.4866085182785,161.72212011431364
che0395,che,20.069700766878853,155.57973033933135,154.18056237782568
che0396,che,15.18994365069923,150.7733373711591,142.70299267783557
che0397,che,20.35590590881765,153.35801966373845,156.8248783136502
che0398,che,20.159267233602367,151.2620012750039,160.78563094650997
che0399,che,19.87499050986432,152.40779384171535,152.74743224043124
che0400,che,19.91984945180821,152.65008454699176,155.48683794250803
che0401,che,21.2405302261378,150.39003694531283,157.2044780967074
che0402,che,20.833072339587336,152.3736150096026,154.15875313931156
che0403,che,21.050053701714752,150.69877041591053,154.50851820302952
che0404,che,21.346845178439143,146.81572181794414,159.59229160311997
che0405,che,20.546296824917828,146.77707546631217,156.6270155206303
che0406,che,21.157921742584747,146.32200079449152,156.27988446769066
che0407,che,15.326040068485536,147.59328930691748,140.49434104907388
che0408,che,21.89437187550395,148.40878711318962,155.73998817395045
che0409,che,21.579618335284763,147.5989811788966,157.07724166855985
che0410,che,21.602125310516147,147.20131796853437,155.4451248964946
che0411,che,21.83174196129784,148.6312199912702,152.9921977302488
che0412,che,21.1906026421114,147.24087535462178,154.25136356255194
che0413,che,21.31761564318256,148.2868769942157,153.79185933420922
che0414,che,21.74943824169651,146.35619865178006,153.84356786742504
che0415,che,21.52841556885231,147.26680425755015,152.68445361717002
che0416,che,22.416320095243456,143.98357372117155,152.57241800937956
che0417,che,21.49779685751123,143.83455179155862,151.54528839206017
che0418,che,16.11259793308185,145.24653467556527,139.0662708421687
che0419,che,21.750642235421097,142.4221396065164,152.03258200730917
che0420,che,21.457612980049795,142.44751370661166,151.80252927579423
che0421,che,22.29404322468075,140.53770168157772,154.80151265528005
che0422,che,21.9938860111072,141.555834153561,154.30713633979695
che0423,che,22.21778521594215,142.1385617038104,153.63536988390814
che0424,che,21.26224514892195,142.65096832373737,149.46518007479204
che0425,che,21.68156313743482,141.20425194214184,149.1857016200532
che0426,che,21.59861506878696,140.97133927750713,151.82175445047034
che0427,che,20.794208567282823,141.79490883855908,149.66321367737052
che0428,che,21.119229081288903,143.18183222998994,149.96630012176956
che0429,che,16.85001931081835,145.23444406299618,138.29091747843626
che0430,che,21.293263020426703,144.21235112921772,152.93572472922907
che0431,che,21.392026293226635,144.71169619891398,154.00299371248929
che0432,che,21.08711564607166,145.54894461458176,152.33480505925814
che0433,che,21.39481033690388,146.19835967052003,151.5041467812069
che0434,che,20.87378313253012,146.91237751004016,152.56179919678715
che0435,che,20.38686569585852,147.87160183344827,152.95512919320163
che0436,che,19.83557450816241,151.95064183061254,152.37576740616714
che0437,che,19.070520220537304,154.39538792585958,153.25428283817106
che0438,che,18.3420527326566,155.7113989196144,153.92541365902576
che0439,che,19.304513206256942,155.97625865458585,152.5281434310625
che0440,che,16.586835513498468,157.7499420168847,145.26116754801
che0441,che,18.273080478724733,160.06113984458935,153.08491367463708
che0442,che,18.438346644050227,162.00891700237943,154.26925342191439
che0443,che,18.912680039543,161.53316731945992,151.06783627194574
che0444,che,17.9086249673544,165.20036236615303,150.30020893183598
che0445,che,17.47830860761433,165.8675407910528,153.58837423077904
che0446,che,17.70203934956428,167.18837480909173,151.1092803881053
che0447,che,17.21167843266021,166.79161878180923,154.40180867947245
che0448,che,18.53780856824335,166.17622232839625,161.25375059722884
che0449,che,18.75576742183888,166.8328204964686,160.87527701162253
che0450,che,18.064634519319,166.80796061925636,157.84550631344393
che0451,che,16.079025563909774,147.03698045112782,134.65217443609023
che0452,che,17.820545462714733,168.80375623418053,156.04421213437374
che0453,che,18.33835275210928,168.11281639212535,158.8788911209321
che0454,che,17.977094815178855,169.1353599887668,154.13850177273844
che0455,che,17.60506477122373,170.33239484291823,154.62201913905042
che0456,che,17.159210505522985,170.4408116180212,155.0701948452142
che0457,che,20.245915278539943,171.84029314404066,151.4114637729904
che0458,che,19.16454300175276,170.14971345294128,162.5903460228056
che0459,che,21.28594132624102,170.04281335646985,155.2887793328252
che0460,che,19.09084159728483,170.4665994944406,160.1989888812289
che0461,che,20.17175553772859,167.61865391856716,156.4712594751232
che0462,che,16.966601948827332,149.27342831359894,144.9477426235336
che0463,che,20.45197721510652,170.65430838628956,154.6486286259919
che0464,che,21.260893695027,170.15625367888197,155.05068868670222
che0465,che,21.83203831825439,167.60736207202413,158.52905800957956
