ID,kind,mean_hue,mean_sat,mean_val,edge_percent,fourth_LBP,get_eighth_element_LBP
che0078,che,15.20646874815558,126.34414212359086,135.65415805937556,18.117216549607505,14588,
che0079,che,14.717247115758544,131.43585533422632,133.60261202091343,17.761310115369657,15954,
che0080,che,14.965311458395703,131.11458395704847,128.8381334451031,17.10975390695168,17331,
che0081,che,14.303505552507614,131.49213000624303,128.36398721126014,16.735087686108326,18185,
che0082,che,14.993006918460242,131.88291918513545,131.14519172343216,17.96454422377861,16106,
che0083,che,14.68624852071006,134.7124852071006,133.79494674556213,16.69467455621302,14771,
che0084,che,14.572651947048024,130.84249685959995,133.7961518021065,18.064547299255967,14226,
che0085,che,13.57848991899722,133.63302390665956,130.92824060387474,15.569877214765762,17586,
che0086,che,13.30808670490888,136.47994314432205,130.07720188842077,15.188588253210822,17323,
che0087,che,14.411067644830911,137.10577870936277,128.92469726369967,17.098504736902182,16505,
che0088,che,14.781122541653597,140.24899684605097,120.93840717316996,15.241334896547167,10377,
che0089,che,13.628122932057584,140.2105314544212,127.78566081947471,16.510994673522745,15955,
che0090,che,14.178488718321974,138.7627318643993,128.93927964886743,16.80892829572774,15728,
che0091,che,13.199847722457626,140.22541490112994,129.25705111228814,18.020612641242938,15358,
che0092,che,13.778508454979043,141.50700968348028,129.48567952979718,17.456761574408635,14534,
che0093,che,14.306698267592122,139.9338637774392,129.9346425145308,16.96743976073585,15436,
che0094,che,13.949836721010218,143.7060729850876,130.32789897810943,17.831555682481344,13988,
che0095,che,13.545681885708628,141.8082970189165,130.93327225908686,17.538625334257702,13844,
che0096,che,14.191968644516974,144.0037939018607,132.13754289061845,18.90674254470388,12434,
che0097,che,14.119494451992754,145.1018314085145,129.68591485507247,18.892946105072465,12044,
che0098,che,13.815328832208053,142.8617293212192,130.38958350698786,17.99477647189575,12219,
che0099,che,14.294374990020916,140.1593300442273,123.6076064568664,15.144257635994954,10839,
che0100,che,14.421694605700868,145.4688865696954,129.67373295936338,19.361098428021656,10680,
che0101,che,13.773536773967251,147.08623905868848,128.76974219161048,19.18336761212353,10700,
che0102,che,14.036451070828416,146.55398834423826,134.22637563016195,18.93524974078444,9639,
che0103,che,14.542964725276784,140.60928045559282,134.93615705962796,19.497574043198888,9166,
che0104,che,14.314947737496691,141.96222545646995,131.72580378406985,19.920944694363588,10162,
che0105,che,14.69832714496746,140.98977921507566,135.62648221343875,19.45143130913882,8689,
che0106,che,15.034935417939696,142.69078573084136,135.02088118165153,18.75513601213679,8259,
che0107,che,14.749134092033646,143.01459673428997,136.26191654296554,18.9200890648194,8475,
che0108,che,14.441000997739811,143.30966585897252,136.98861762130684,19.03035979719411,8608,
che0109,che,13.957541939406946,145.65609686303966,133.76694566655937,19.7589154773402,9673,
che0110,che,14.34682790332346,141.19030943692624,123.14161116656577,15.907119831126964,10873,
che0111,che,14.713687659264652,149.04431096549771,132.6452089147757,19.02277231727541,8581,
che0112,che,14.481242789513466,149.34381588892867,132.67456339260852,20.390261367704976,8518,
che0113,che,14.903126139438484,148.65908000537334,132.0251779922854,20.04644111381911,8914,
che0114,che,14.908694531977725,149.86114909725111,132.5991041877242,20.37576550329984,8470,
che0115,che,15.116595165415395,143.89722382641696,133.8344814784259,19.73022027885488,8477,
che0116,che,14.897649429147078,143.21226774121334,135.85430937989702,19.832102081934185,7636,
che0117,che,14.72491147593755,148.97736600676,132.9071704490584,18.91195879607275,8553,
che0118,che,13.883763130834526,144.0095973546787,135.83454644434138,18.732987882331592,8548,
che0119,che,14.83520354152632,145.16525839668944,135.8864209411991,17.703782119141565,8974,
che0120,che,14.812143144350625,146.59989947728187,135.606895858464,19.59589867310012,8272,
che0121,che,14.76055473964046,142.5760257292112,126.21680206726032,17.404398505326167,9393,
che0122,che,14.875275407603253,142.29131114048792,137.73002043023675,18.038697271962505,8768,
che0123,che,14.42911664148843,147.40017492247753,136.54788502822612,19.961039993639183,8580,
che0124,che,14.477660748319792,141.6387802186779,138.76156083859965,20.46343665362624,8346,
che0125,che,14.202934378454426,142.21431011958595,139.62669078484575,20.03215757210331,8459,
che0126,che,14.489420441721748,143.84007738191198,141.97646300177334,15.170078994035144,8884,
che0127,che,13.9857964463554,144.41182955735627,140.76219613031256,21.882292413134152,9154,
che0128,che,13.979982292027564,143.93147784578665,141.6633175501405,17.96974246448782,9149,
che0129,che,14.11305219721949,143.48959719249532,139.9551300591967,16.733190644222056,9019,
che0130,che,13.976893722572028,143.0917763785537,139.1034153787445,17.344018317115054,9115,
che0131,che,14.674250912639607,144.09916145588608,139.40911555282466,19.55036686304984,9441,
che0132,che,14.514493157298572,140.363712328004,125.9658700536646,16.158802666518113,9330,
che0133,che,14.628495267109129,138.53637616508902,138.56439270300658,20.686903855220688,9153,
che0134,che,14.159742671193053,134.4552769285594,132.07779882589043,19.03145338259842,9127,
che0135,che,14.111892616514911,134.37587701735754,128.72736294155538,18.03130277337697,10091,
che0136,che,14.23987452557148,138.99336233340844,129.50272958874197,18.59933103412419,9821,
che0137,che,14.062617834650409,140.67734365598298,130.28220145212404,21.02571302499097,8458,
che0138,che,14.397022226036214,142.7970050630739,129.30592980348408,21.87634085643182,7582,
che0139,che,13.976496741054085,143.2073207579747,129.8972245003669,20.693227435576468,7873,
che0140,che,14.195566790623824,141.70388166966114,130.12296828646635,20.854050892073705,8315,
che0141,che,13.78535124166586,142.59190259928496,130.55112571262924,21.00106290462847,8865,
che0142,che,13.43347869329049,141.77956927549536,131.24211996021728,21.19960217274884,8692,
che0143,che,13.754552502694628,144.79558648336894,126.01669723729744,13.04388934061986,9028,
che0144,che,14.000601078405374,132.81934058163176,128.47269512949703,20.353575532573142,9657,
che0145,che,14.072266473569876,140.49853367125272,131.16667270094135,22.27009413468501,9143,
che0146,che,14.02637337325809,143.4106491611962,131.2490306729625,19.290567776114244,8892,
che0147,che,13.395087684985985,132.42874372514507,129.7096616467827,19.17171914727166,10387,
che0148,che,14.24890277173698,142.09817721719187,130.05322051322605,21.53532877308133,8317,
che0149,che,13.60946835635727,141.52439395669217,130.98803135822203,22.44738744909997,8689,
che0150,che,13.427980832472048,132.79537411130946,127.064909643271,19.725014876757808,10879,
che0151,che,13.945369534902795,133.17583463210565,128.61947338200312,20.08038717086375,10084,
che0152,che,14.622046373515287,139.28684925448573,131.7418972706596,20.168372504422543,10590,
che0153,che,14.2135862113991,143.5483776196383,136.54601096820525,22.3770973428217,9937,
che0154,che,14.07042830672748,145.48931014823262,128.25310005701257,15.090507411630558,9601,
che0155,che,14.788115331633865,137.53058251658564,133.39699479075955,19.548110264895417,10702,
che0156,che,15.391078854091544,132.61915575946355,135.16824968160685,19.83244080956253,10981,
che0157,che,14.888820638820638,136.25248625248625,134.4135222885223,19.620919620919626,11539,
che0158,che,15.129920335777106,131.40652224937526,136.22776788303028,18.07287136368029,12415,
che0159,che,14.060885750962774,141.1884724005135,132.9451732991014,17.04749679075738,13447,
che0160,che,14.57217123100266,135.72911225530433,133.44132278685672,16.967639230903167,14022,
che0161,che,13.821839972306114,141.98024423143494,131.97669893641148,15.713893497905056,14472,
che0162,che,13.785735247364943,140.62516201609156,136.1483578293512,15.075444474334205,14125,
che0163,che,13.772808884555475,142.68485511468353,133.45869846969714,13.72635283765948,14791,
che0164,che,15.569887635517713,139.9502918842997,134.095509809946,13.08102532590089,15897,
che0165,che,13.943181424363194,145.36045745971236,128.1577369606654,18.86674753075724,9838,
che0166,che,15.566157029543623,143.2932980802391,132.94755719048166,13.48315898379124,15101,
che0167,che,20.46525956696294,134.83664802394932,137.47679329790444,13.597967092896427,15001,
che0168,che,21.313524107353224,133.6363441643284,135.4978473665046,13.5690877546212,15970,
che0169,che,13.781506624947758,142.50420766076653,131.1466186221464,11.03932044866654,15383,
che0170,che,14.028179343610285,138.7541570878524,137.72281849851203,13.044582034610666,12527,
che0171,che,13.427931881047334,140.27776358324354,134.79417678490097,12.37072173652229,15840,
che0172,che,13.994763241045584,139.27730516826125,132.81757518173984,13.768035883951654,15910,
che0173,che,14.624792013311149,135.076268718802,128.60721713810315,15.088394342762063,16702,
che0174,che,13.682842696147748,136.7113596434846,128.4167416548828,17.12623730556627,16073,
che0175,che,13.634975553866571,137.1810375143217,130.2284096967772,15.37100268850748,15407,
che0176,che,14.002278815016192,145.35009794906648,131.23719665773797,18.24051493223524,8760,
che0177,che,14.514063922564567,133.29479131726484,128.73187982174517,17.46034788442187,18004,
che0178,che,13.69178304644365,135.80713260484657,127.37587612232711,12.616161510335363,16769,
che0179,che,13.731039171820854,137.44753695661709,127.10070404000528,15.409922358205028,16082,
che0180,che,13.74632148960252,136.32409729465812,128.7596595574691,16.11775671896846,15700,
che0181,che,13.46347709161377,136.1177255739455,127.47274129441774,16.287002432224,17570,
che0182,che,14.743508299110198,132.4615096680356,130.21344541409994,16.258127994524298,16291,
che0183,che,14.214639725505148,132.83772917894154,133.7441282824432,15.98909414387874,15437,
che0184,che,14.082512963102127,132.70558102251948,132.6117957966985,18.37504070539315,13770,
che0185,che,13.988742328593482,132.3549366834423,134.64223948593732,17.37220597648063,13958,
che0186,che,14.028598060141032,133.7394428984411,135.3210628698025,12.74957447383352,12917,
che0187,che,14.140746989249244,145.17292747276414,130.05886892689844,16.76867024427015,9734,
che0188,che,13.222320063596891,136.5743533296643,129.84629120039136,8.930471473124198,14027,
che0189,che,12.697425039273272,135.6731780616078,124.7527198571526,12.474752895489184,17925,
che0190,che,13.146986597236603,134.55704803889662,124.65239602749588,17.436413306113593,17414,
che0191,che,13.293824559093052,136.78070435364742,125.9181839133441,18.057704759709832,15765,
che0192,che,13.228981351639842,137.98742125201449,124.1552355637414,17.89279809121162,16537,
che0193,che,13.140732412463862,139.73905129028805,122.65033729521362,17.1849234393404,16006,
che0194,che,13.319060098609691,140.90144583129748,123.53275885044197,13.970816861368988,15627,
che0195,che,14.638716788931545,139.36035830577623,128.08861352895713,15.198854637829893,13891,
che0196,che,13.26625219156593,140.0600950447541,124.60985512595737,13.899141828919442,15163,
che0197,che,13.494996352694448,139.00312300537976,123.08691985046048,15.722166499498496,15040,
che0198,che,14.38492296097806,144.86390470607938,128.447119410484,16.714118238151062,8273,
che0199,che,14.314210101882034,135.6200947264405,123.72076144611157,15.78887589019002,15496,
che0200,che,14.18165989553105,134.89765122531892,124.0347163822,14.588934819429802,15075,
che0201,che,14.865109288897091,135.18448598623672,127.2166794104464,16.91407176945184,13389,
che0202,che,15.737854573332546,131.4437577401663,125.37996107802088,17.48068644217727,14423,
che0203,che,13.931837198556318,134.87089281031058,125.53888326901702,17.2267805627365,13973,
che0204,che,15.373910486070264,136.6435351050746,124.95406662745307,18.083257579808567,12940,
che0205,che,14.240533973956484,137.62066282656767,126.16136605607272,18.732767328219268,12540,
che0206,che,15.03528823382316,138.08708059367785,127.27884912404572,17.2778488739832,11814,
che0207,che,13.976601091949044,141.74083542768005,125.74184649160816,15.30317474073432,11864,
che0208,che,14.38186557166987,137.6326373114334,123.34792358320227,10.224823810355874,11697,
che0209,che,14.645267805020431,140.25496205487448,129.29648277875074,18.54385580852306,9422,
che0210,che,14.949041471048512,137.19694835680752,127.11486697965572,19.231220657277,8820,
che0211,che,14.68421052631579,134.88595384359954,126.15364436327413,18.28656815540429,10406,
che0212,che,15.74923136728275,134.7032901014242,130.7857016644874,18.49135950807506,9830,
che0213,che,15.01275893372947,137.07001733102254,129.72560864900552,16.560204671123216,10676,
che0214,che,13.762974852862492,144.67088217650016,129.4957115294194,16.310780355724177,10751,
che0215,che,14.937847344354555,143.1520225114316,128.66512486809708,18.0267323250088,9844,
che0216,che,15.246469107904062,143.08932943009262,128.72997449197953,15.75676647321658,10197,
che0217,che,14.246092548150884,143.1309919389576,130.00321518675773,20.051073780075072,11111,
che0218,che,13.588794614465868,146.08532783198126,130.91775892289317,18.433665792861685,11078,
che0219,che,13.683823302111348,145.58666419363814,132.89097035457047,16.80886580728925,11136,
che0220,che,14.520798569725864,142.10441001191896,129.4469408025427,15.584028605482716,8810,
che0221,che,14.460924454557132,137.62930069545112,127.455346165844,17.14406297594363,9283,
che0222,che,14.55102561485866,135.91056910569105,127.84389563560909,18.52569990135048,10055,
che0223,che,15.058649266884164,138.83725203434958,126.47564405444932,17.576030299621255,9048,
che0224,che,14.975337357271924,140.15777940102265,125.4965207027796,18.011610472492407,8743,
che0225,che,14.742953796536494,137.41321951903527,127.13042487555212,15.685690247493516,9770,
che0226,che,13.954029184868482,140.31759457198623,128.1185054373083,13.27075006970908,9474,
che0227,che,14.989384175675916,140.27728959187658,128.6036818093057,16.076405531590066,9880,
che0228,che,14.083130010456603,143.4976821192053,128.26359358661554,15.085395608225864,10260,
che0229,che,14.476637917391992,150.18205016616554,129.40405918658016,16.42467162525716,8591,
che0230,che,13.635514556403669,141.30378581565725,123.60308388631046,16.531778604579802,9208,
che0231,che,15.047792562709438,141.68264632202232,128.82628428278622,15.801802388001432,10574,
che0232,che,14.332628477337725,145.58660195857527,128.9141520062397,18.055290753098188,10109,
che0233,che,14.06154388083736,142.22554347826087,128.94675925925927,18.91941760601181,10192,
che0234,che,15.350772718564404,141.87254933265214,129.78560252889713,17.788492240883837,10833,
che0235,che,13.983781044095286,144.65398504815002,128.10615179929042,16.667194627470856,11076,
che0236,che,15.777752609012216,141.80399644041745,128.32136558530863,18.38686190437667,10448,
che0237,che,15.277160297801773,141.31627324371053,129.88977100314034,18.420309798525107,9741,
che0238,che,14.626657761663964,145.0876188658843,126.23590306268486,18.349076105969534,10875,
che0239,che,15.420854557230127,143.05107738626617,129.4196992770747,18.248175182481752,9693,
che0240,che,13.82616845788553,143.29364533866533,127.8311359660085,17.422206948262932,11137,
che0241,che,14.44951840540687,141.41928546903517,132.05493611869093,18.589732005710463,9639,
che0242,che,14.234068512435476,144.28133896449242,125.48210542781167,17.550445800093854,10962,
che0243,che,14.223569466013618,142.25425576394696,124.67786106797276,17.127583323378328,11506,
che0244,che,14.071566190637272,142.40512993984674,123.96067242216112,17.3503154736517,11636,
che0245,che,13.395061728395062,138.70424637091304,124.28403201736536,17.11029711029711,12895,
che0246,che,14.861836190041243,141.07491187258273,122.32717749646775,16.346743923846493,12213,
che0247,che,15.030198270090048,138.67977535766502,123.09794624434636,16.68420261536149,12795,
che0248,che,14.21423862035086,138.63854019882874,122.87948754411592,15.86234535182863,13148,
che0249,che,14.390225467589032,140.6598001537279,121.47523699718164,14.951319497822189,13705,
che0250,che,13.387168839000587,143.24665926565518,121.04746241245564,15.281718131107546,12873,
che0251,che,13.652896926788186,141.51054141627532,123.26067345161796,14.825071013603209,12555,
che0252,che,14.192296218303062,148.2255505834869,131.81028340791437,19.60515925243485,9611,
che0253,che,14.18482396837711,139.24827908924107,121.35181696159198,14.81891955127021,14142,
che0254,che,13.528162303139734,141.56339652924063,120.20552462634166,16.6077339753235,13849,
che0255,che,14.168291090109294,138.82236898850377,121.33075397069877,17.9466959103959,13828,
che0256,che,13.748395920141109,142.84961272016156,119.13704338045451,16.100871699174316,13496,
che0257,che,13.91883200887082,139.57957247582087,121.48034251216656,16.475081623852645,14033,
che0258,che,14.009830835435524,138.76046149280307,123.37853044467528,17.59163080575753,13820,
che0259,che,13.431300733813885,143.97651795571142,121.77312812520292,17.397233586596535,13101,
che0260,che,13.045342558433434,143.95551272068116,124.30357302424142,18.71784724970321,13365,
che0261,che,13.325133732641437,145.25317823459574,123.74363352587277,18.55982284593733,12852,
che0262,che,12.823766377512936,141.90983036886405,125.099848129939,18.314499729722773,13212,
che0263,che,15.36056256622676,145.46267218957712,133.27309507754552,18.20954949747937,10619,
che0264,che,13.159529863665874,144.74945899156026,123.22455907812162,18.582287383683184,12465,
che0265,che,13.281292721605512,145.12440531525127,123.36036528681576,16.636134959260676,12615,
che0266,che,13.443289367355604,145.0530194080344,123.57966607771432,17.665831176124144,12525,
che0267,che,14.555407209612817,142.13365646949555,126.74164102861786,16.401578916816625,12040,
che0268,che,15.03881928347173,141.8866817288225,126.71087996244242,17.216337548780846,11918,
che0269,che,13.73213259513631,147.0003223771813,122.7775036793048,13.244095591842456,12444,
che0270,che,14.23712043671102,139.4875794056961,129.9725268476548,14.635018115059056,10829,
che0271,che,13.824201920581364,140.47032182714767,123.64419932520114,16.529976641577992,13366,
che0272,che,13.721217376940864,142.94718368021142,122.81002918180818,17.23240832507433,12579,
che0273,che,13.997866555113992,144.41144809314648,123.03177856794257,13.857630900090635,12526,
che0274,che,15.091040260646963,147.74200605073307,131.85005042277558,17.34698626949034,11090,
che0275,che,13.500104144969798,147.12064450858452,125.0993245454816,13.495700300532626,11574,
che0276,che,13.87614789559176,149.1975264960839,123.92288393187413,15.920165972434422,10714,
che0277,che,13.706855982465187,148.75136990716865,124.8567882929345,17.3381897885508,10968,
che0278,che,13.473175006873795,151.0400226835304,126.0793408028595,13.42280725872972,10079,
che0279,che,14.776558826821896,145.18728310757865,129.85127056979738,12.83107578640994,7698,
che0280,che,14.29078560676654,149.82931331087377,125.14235538671063,13.766038276826034,9885,
che0281,che,14.48623980910718,148.64382581030026,124.94698747265858,14.501889043547424,8925,
che0282,che,15.77354095673554,143.74183669067853,126.40430487857482,14.568865116680326,8118,
che0283,che,15.839622109948726,137.5139079315591,125.73153278365233,19.35277876904006,9157,
che0284,che,15.094027559131634,142.19530445260725,125.43208364915554,12.67953277748625,9042,
che0285,che,14.337574396806728,152.84833743184006,132.75927509889874,16.652410991125844,9631,
che0286,che,15.113735512016314,142.93843413614186,128.71499006169492,10.07253672010119,6533,
che0287,che,14.954097598105548,144.9270339986468,130.84668893775373,18.0247801082544,8355,
che0288,che,15.435268962412785,146.21534998874634,129.72570335358992,21.123115012379024,7387,
che0289,che,16.28689628631903,147.86868797932874,131.47027131037137,19.79713571016245,6321,
che0290,che,16.26841766303587,146.9462100635623,129.64732730378293,19.87231540335452,6077,
che0291,che,14.403577023498697,151.15548302872062,129.76689295039165,21.592689295039165,6499,
che0292,che,14.863833346004714,147.65731518791657,129.83207886667174,20.418662409082845,6744,
che0293,che,15.27510992115153,145.1759720959937,130.25116061997986,19.33138463805851,7048,
che0294,che,16.400474968608396,141.97808047169298,129.01097341267675,19.356335644483263,6299,
che0295,che,15.601127745493942,143.2421451787649,129.5845070422535,20.033487639121443,6874,
che0296,che,17.6526248164464,178.2824706314244,152.67138399412627,11.69603524229075,8999,
che0297,che,16.590037152172265,161.16512245052695,145.22018348623854,14.960952308742137,11502,
che0298,che,14.782770761851726,145.85564158298453,138.30884545601523,22.666930138142884,18470,
che0299,che,14.908653804200808,144.82399190205678,140.6484113894779,22.298140439976613,19166,
che0300,che,14.94010477958803,145.0025192430067,142.2341326917545,23.13432185290759,18673,
che0301,che,15.376976865139753,149.74075857684974,143.6460327856221,23.20709648835552,17016,
che0302,che,15.015524208497071,148.55167012678876,141.22153740639135,23.573626455104915,17462,
che0303,che,14.661667660602031,149.83371298405467,141.17930919862738,23.49858730826009,16499,
che0304,che,15.155807422066305,151.12058608937264,143.71297212477387,23.694441945768745,15982,
che0305,che,15.12007443765846,149.70394794359723,142.96680280265278,24.09981640376185,12964,
che0306,che,14.684345538259151,155.43852225389168,141.8972484104363,23.97281297960973,14786,
che0307,che,14.669297814738236,156.18441644486583,141.3414742806228,23.8722427205538,14100,
che0308,che,15.082913094637757,157.51005771278085,142.3852748361069,14.88625539306326,12456,
che0309,che,14.64703109189587,156.06850795694967,142.0096472265661,23.89269616410634,14040,
che0310,che,14.96091940645912,155.81303462321793,141.75895257492,24.109397730579,13821,
che0311,che,14.724653186834322,155.89424903228908,142.242168153295,23.89344360829947,13584,
che0312,che,15.158999607742354,150.9117285036047,143.7138412844409,23.282520187742627,12313,
che0313,che,15.07520550416162,154.971422681475,142.27096915504936,24.12193676398588,12654,
che0314,che,14.812595286971344,156.45922617975774,142.58957275422864,24.705585767277704,13609,
che0315,che,15.032621885018711,159.4299217023668,143.05164067389612,25.1957440829725,12557,
che0316,che,15.44646492061338,153.9630716515131,142.5840175057674,25.19168136789252,9479,
che0317,che,15.234444862627022,150.51181031238238,143.75012420022583,24.859616108392924,10539,
che0318,che,15.4552539290817,153.5833225094168,143.7203532926354,24.467463306922976,9869,
che0319,che,15.486794759582656,154.12285527723364,142.4062990594479,16.766001194792928,12579,
che0320,che,15.602511568266712,158.76973574176284,147.22921893293193,24.79929754139488,11470,
che0321,che,14.914387756607978,154.92927876739623,144.282014197376,24.04403843031922,11187,
che0322,che,15.232181443860275,152.12978748745172,141.69834788082963,24.54698586085448,9409,
che0323,che,14.767344300176056,154.28734319982394,146.0434226452465,25.45527068661972,11593,
che0324,che,15.42250574335412,156.9499917952084,146.55640794223828,25.33502899026365,11592,
che0325,che,15.194287699791522,156.72872828353022,147.70718554551772,25.53022932592078,11540,
che0326,che,15.318896754973252,151.83052503443636,140.02665214466478,24.55713233174232,10146,
che0327,che,15.13181881533101,157.01155400696865,146.6949825783972,25.42160278745645,11363,
che0328,che,15.122023722360522,154.40316298140283,145.33697466686192,25.271635671401377,10819,
che0329,che,15.798308890268954,156.25694676666825,147.52956257265242,25.306135448016686,9969,
che0330,che,15.872904330937,148.8463872890843,139.45646808108873,16.33913758918817,13015,
